#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-24T00:21:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e2a37fe0bc3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5e2a37fe0bc3&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=GLON&-out=GLAT&-out=Vmag&-out=B-V&-out=SpType&-out=RadVel&-out=RotVel&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=HD
#-out=ADS
#-out=VarID
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=Vmag
#-out=B-V
#-out=SpType
#-out=RadVel
#-out=RotVel
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F6.2)	?Galactic longitude (1)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	?Galactic latitude (1)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	RadVel	(I4)	? Heliocentric Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	RotVel	(I3)	? Rotational velocity, v sin i	[ucd=phys.veloc.rotat]
_RAJ2000;_DEJ2000;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;GLON;GLAT;Vmag;B-V;SpType;RadVel;RotVel
008.182500;-63.031111; 136;   Bet3Tuc;  3003;     ;         ;00 32 43.8;-63 01 52;306.54;-53.97; 5.09; 0.04;  A0V               ;   5; 84
008.603750;+66.750278; 137; 16    Cas;  3038;     ;         ;00 34 24.9;+66 45 01;121.25;  3.93; 6.48;-0.08;  B9III             ; -16;
008.421250;-29.558333; 138;          ;  3059;     ;         ;00 33 41.1;-29 33 30;  0.01;-85.40; 5.55; 1.27;  K2III             ;  -9;
008.347083;-71.266111; 139;   The Tuc;  3112;     ;The Tuc  ;00 33 23.3;-71 15 58;305.01;-45.79; 6.13; 0.23;  A7IV              ;   2; 52
008.615833;-52.373056; 140;          ;  3158;     ;         ;00 34 27.8;-52 22 23;308.97;-64.55; 5.57; 0.47;  F3IV-V            ;  35;
008.730417;+13.371111; 141;          ;  3166;     ;         ;00 34 55.3;+13 22 16;116.77;-49.30; 6.40;     ;  K0                ; -19;
008.812083; -3.592778; 142; 13    Cet;  3196;  490;  212    ;00 35 14.9;-03 35 34;112.89;-66.15; 5.20; 0.56;  F8V               ;   9; 18
008.886667; -0.505556; 143; 14    Cet;  3229;     ;         ;00 35 32.8;-00 30 20;114.12;-63.10; 5.93; 0.44;  F5IV              ;   6; 10
009.034583;+54.168611; 144;          ;  3240;     ;         ;00 36 08.3;+54 10 07;120.67; -8.64; 5.08;-0.11;  B7III             ;   1; 58
008.977917;+13.206667; 145;          ;  3268;     ;         ;00 35 54.7;+13 12 24;117.11;-49.49; 6.41; 0.52;  F7V               ; -25; 15
009.113750;+60.326111; 146;          ;  3283;     ;         ;00 36 27.3;+60 19 34;121.08; -2.49; 5.79; 0.29;  A4III             ;  -9;
008.921250;-48.000833; 147;   Lam2Phe;  3302;     ;         ;00 35 41.1;-48 00 03;310.27;-68.90; 5.51; 0.44;  F6V               ;   8;  0
008.889167;-54.821944; 148;          ;  3303;     ;  219    ;00 35 33.4;-54 49 19;307.83;-62.16; 6.06; 1.01;  K0IV              ; -10;
009.083333;+27.254722; 149;          ;  3322;     ;  221    ;00 36 20.0;+27 15 17;118.81;-35.50; 6.50;-0.09;  B8IIIpHgMn:       ;   1; 28
009.012500;-14.973611; 150;          ;  3325;     ;         ;00 36 03.0;-14 58 25;105.75;-77.33; 6.45; 1.06;  G9III             ;  12;
009.028750;-22.842500; 151;          ;  3326;     ;BG Cet   ;00 36 06.9;-22 50 33; 83.10;-84.48; 6.06; 0.29;  A6pSr             ;  13;
009.194167;+44.488611; 152;          ;  3346;     ;         ;00 36 46.6;+44 29 19;120.18;-18.31; 5.13; 1.60;  K5-M0III          ; -33; 17
009.242917;+53.896944; 153; 17Zet Cas;  3360;     ;  225    ;00 36 58.3;+53 53 49;120.78; -8.91; 3.66;-0.20;  B2IV              ;   2; 18
009.220417;+33.719444; 154; 29Pi  And;  3369;  513;  227    ;00 36 52.9;+33 43 10;119.47;-29.05; 4.36;-0.14;  B5V               ;   9; 34
009.197083;+15.231667; 155; 53    Psc;  3379;     ;AG Psc   ;00 36 47.3;+15 13 54;117.70;-47.49; 5.89;-0.15;  B2.5IV            ;  -9;
009.280000;+24.014167; 156;          ;  3411;     ;         ;00 37 07.2;+24 00 51;118.74;-38.74; 6.47;     ;  K2III             ;  -1;
009.337917;+35.399444; 157;          ;  3421;     ;         ;00 37 21.1;+35 23 58;119.70;-27.38; 5.48; 0.88;  G2.5IIa           ;   0;
009.947083;+82.493889; 158;          ;  3440;     ;  235    ;00 39 47.3;+82 29 38;122.53; 19.63; 6.40; 0.55; dF6                ; -33;
009.336250;-24.767222; 159;          ;  3443;  520;         ;00 37 20.7;-24 46 02; 68.68;-86.03; 5.57; 0.72;  G8V               ;  17;  2
009.155833;-65.124722; 160;          ;  3444;     ;         ;00 36 37.4;-65 07 29;305.46;-51.93; 6.42; 1.26;  K2-3III           ;  20;
009.377083; +3.135278; 161;          ;  3457;     ;         ;00 37 30.5;+03 08 07;116.06;-59.55; 6.39; 1.33;  K4III             ;   4;
009.325417;-54.394167; 162;          ;  3488;     ;         ;00 37 18.1;-54 23 39;307.41;-62.61; 6.41; 1.00;  K0II-IIICNIV      ;  -6;
009.638750;+29.311667; 163; 30Eps And;  3546;     ;         ;00 38 33.3;+29 18 42;119.57;-33.47; 4.37; 0.87;  G6IIIFe-3CH1      ; -84;  9
009.791250;+49.354444; 164;          ;  3574;  546;         ;00 39 09.9;+49 21 16;120.88;-13.47; 5.43; 1.64;  K7III             ;  -8;
009.832083;+30.860833; 165; 31Del And;  3627;  548;         ;00 39 19.7;+30 51 39;119.87;-31.94; 3.27; 1.28;  K3III             ;  -7; 17
009.840833;+21.250556; 166; 54    Psc;  3651;     ;  245    ;00 39 21.8;+21 15 02;119.18;-41.53; 5.87; 0.85;  K0+V              ; -34;
009.981667;+21.438333; 167; 55    Psc;  3690;  558;         ;00 39 55.6;+21 26 18;119.36;-41.35; 5.36; 1.16;  K0III+F3V         ; -17;
010.127083;+56.537222; 168; 18Alp Cas;  3712;  561;Alp Cas  ;00 40 30.5;+56 32 14;121.42; -6.30; 2.23; 1.17;  K0IIIa            ;  -4; 21
009.670000;-73.137222; 169;          ;  3719;     ;         ;00 38 40.8;-73 08 14;304.22;-43.96; 6.85; 0.11;  A1m               ;  21;
009.991250;-33.961667; 170;          ;  3735;     ;Z Scl    ;00 39 57.9;-33 57 42;322.13;-82.73; 6.69; 0.51;  F8V               ; -11;
009.966667;-44.796667; 171;          ;  3750;     ;         ;00 39 52.0;-44 47 48;309.65;-72.18; 6.01; 1.14;  K1IIICNII         ;   8;
010.119167;-16.516944; 172;          ;  3794;     ;         ;00 40 28.6;-16 31 01;108.92;-79.09; 6.49; 0.92;  G5                ;  48;
010.137083;-23.804444; 173;          ;  3795;     ;         ;00 40 32.9;-23 48 16; 85.79;-85.86; 6.14; 0.70;  G3V               ; -53;
010.176667; -4.351944; 174;          ;  3807;     ;         ;00 40 42.4;-04 21 07;116.05;-67.08; 5.91; 1.10;  K0III             ;  35;
010.280000;+39.458611; 175; 32    And;  3817;     ;         ;00 41 07.2;+39 27 31;120.76;-23.37; 5.33; 0.89;  G8III             ;  -5; 17
010.110000;-59.454444; 176;          ;  3823;     ;         ;00 40 26.4;-59 27 16;305.56;-57.61; 5.89; 0.55;  G1V               ;   2;
010.514167;+66.147500; 177;          ;  3856;     ;         ;00 42 03.4;+66 08 51;121.98;  3.29; 5.83; 1.04;  G9III-IV          ;  -3;
010.400000;+24.629167; 178;          ;  3883;     ;  258    ;00 41 36.0;+24 37 45;120.09;-38.19; 6.04; 0.26;  A7m               ; -15; 25
010.516250;+50.512500; 179; 19Xi  Cas;  3901;     ;  260    ;00 42 03.9;+50 30 45;121.41;-12.33; 4.80;-0.11;  B2V               ; -10;211
010.331667;-46.085000; 180;   Mu  Phe;  3919;     ;         ;00 41 19.6;-46 05 06;308.31;-70.94; 4.59; 0.97;  G8III             ;  19;
010.629583;+58.753333; 181;          ;  3924;     ;         ;00 42 31.1;+58 45 12;121.77; -4.10; 6.17;-0.01;  B9.5III           ;  -3;100
          ;          ; 182; M 31  And;      ;     ;S And    ;          ;         ;      ;      ;     ;     ;                    ;    ;
010.443333;-56.501667; 183;   Xi  Phe;  3980;     ;Xi  Phe  ;00 41 46.4;-56 30 06;305.65;-60.57; 5.70; 0.20;  ApSrEuCr          ;  10;
010.867083;+47.024722; 184; 20Pi  Cas;  4058;     ;  268    ;00 43 28.1;+47 01 29;121.52;-15.82; 4.94; 0.18;  A5V               ;  13; 58
010.678750;-38.463333; 185;   Lam1Scl;  4065;     ;         ;00 42 42.9;-38 27 48;311.54;-78.52; 6.06;-0.03;  A0V               ;  10;
010.674167;-60.262500; 186;          ;  4088;     ;         ;00 42 41.8;-60 15 45;304.92;-56.83; 5.98; 1.32;  K5III             ;  26;
010.618333;-65.468056; 187;   Rho Tuc;  4089;     ;         ;00 42 28.4;-65 28 05;304.43;-51.63; 5.39; 0.50;  F6V               ;  14;  0
010.897500;-17.986667; 188; 16Bet Cet;  4128;     ;  272    ;00 43 35.4;-17 59 12;111.31;-80.68; 2.04; 1.02;  G9.5IIICH-1       ;  13; 18
011.110000;+47.864167; 189;          ;  4142;     ;         ;00 44 26.4;+47 51 51;121.72;-14.99; 5.67;-0.12;  B5V               ; -60;177
010.959167;-12.011667; 190;          ;  4145;     ;         ;00 43 50.2;-12 00 42;115.84;-74.78; 6.02; 1.10;  K2III-IV          ;  -9;
010.838333;-57.463056; 191;   Eta Phe;  4150;     ;         ;00 43 21.2;-57 27 47;305.08;-59.63; 4.36; 0.00;  A0IV              ;   2; 96
011.412500;+74.988056; 192; 21    Cas;  4161;  624;YZ Cas   ;00 45 39.0;+74 59 17;122.55; 12.12; 5.66; 0.05;  A2IV              ;   9; 27
011.181250;+48.284444; 193; 22Omi Cas;  4180;  622;Omi Cas  ;00 44 43.5;+48 17 04;121.78;-14.57; 4.54;-0.07;  B5IIIe            ; -17;260
011.047500;-10.609444; 194; 17Phi1Cet;  4188;     ;  278    ;00 44 11.4;-10 36 34;116.69;-73.39; 4.76; 1.01;  K0III             ;   1; 17
011.050417;-38.421667; 195;   Lam2Scl;  4211;     ;         ;00 44 12.1;-38 25 18;310.14;-78.60; 5.90; 1.16;  K1III             ;  27;
011.321667;+55.221667; 196;          ;  4222;  625;         ;00 45 17.2;+55 13 18;122.05; -7.64; 5.42; 0.04;  A2V s             ;  -9; 59
011.185000;-22.006111; 197;          ;  4247;     ;         ;00 44 44.4;-22 00 22;106.02;-84.66; 5.24; 0.33;  F1III-IV          ;  12; 32
011.237917;-42.676667; 198;          ;  4293;     ;         ;00 44 57.1;-42 40 36;307.36;-74.40; 5.94; 0.28;  F0V               ;  10;
011.134583;-62.497778; 199;          ;  4294;     ;         ;00 44 32.3;-62 29 52;304.31;-54.61; 6.07; 0.44;  F5III-IV          ;  -4;
011.662500;+69.325000; 200;          ;  4295;     ;         ;00 46 39.0;+69 19 30;122.50;  6.46; 6.33;     ;  F3V               ; -14; 15
011.350417; -4.629167; 201;          ;  4301;     ;         ;00 45 24.1;-04 37 45;119.00;-67.46; 6.15; 1.62;  M0III             ;   7;
011.250000;-53.715000; 202;          ;  4304;     ;         ;00 45 00.0;-53 42 54;305.07;-63.39; 6.15; 0.53;  F7III             ;  14;
011.369583;-12.880833; 203; 18    Cet;  4307;     ;         ;00 45 28.7;-12 52 51;117.05;-75.68; 6.15; 0.61;  G0V               ; -13;
011.562917;+55.305278; 204;          ;  4321;     ;         ;00 46 15.1;+55 18 19;122.19; -7.56; 6.52;     ;  A2III             ;  -8;
011.545417;+44.861389; 205;          ;  4335;     ;         ;00 46 10.9;+44 51 41;121.95;-18.00; 6.05;-0.07;  B9.5IIIpHgMnCr    ;   0; 25
011.423750;-16.424167; 206;          ;  4338;  636;         ;00 45 41.7;-16 25 27;115.55;-79.21; 6.47; 0.31;  F1IVn             ;   0;
011.676667;+59.574444; 207;          ;  4362;     ;         ;00 46 42.4;+59 34 28;122.33; -3.29; 6.39; 1.09;  G0Ib              ; -15;
011.942083;+74.847500; 208; 23    Cas;  4382;     ;         ;00 47 46.1;+74 50 51;122.69; 11.98; 5.41;-0.08;  B8III             ;  -3;  4
011.440000;-47.551667; 209;          ;  4391;     ;         ;00 45 45.6;-47 33 06;305.68;-69.54; 5.80; 0.64;  G1V               ; -11;
011.549167;-22.521944; 210;          ;  4398;     ;         ;00 46 11.8;-22 31 19;108.14;-85.24; 5.50; 0.98;  G3V               ; -15;
011.637500;+15.475556; 211; 57    Psc;  4408;     ;  293    ;00 46 33.0;+15 28 32;121.19;-47.38; 5.38; 1.65;  M4IIIa            ; -27;
012.037917;+72.675000; 212;          ;  4440;     ;         ;00 48 09.1;+72 40 30;122.68;  9.80; 5.87; 1.01;  K0IV              ;   1;
011.756250;+11.973889; 213; 58    Psc;  4482;     ;         ;00 47 01.5;+11 58 26;121.22;-50.88; 5.50; 0.97;  G8II              ;  -1;
011.806667;+19.578889; 214; 59    Psc;  4490;     ;XX Psc   ;00 47 13.6;+19 34 44;121.57;-43.28; 6.13; 0.27;  F0Vn              ;   0;163
011.834583;+24.267222; 215; 34Zet And;  4502;     ;Zet And  ;00 47 20.3;+24 16 02;121.74;-38.59; 4.06; 1.12;  K1IIe             ; -24; 40
011.848333; +6.740833; 216; 60    Psc;  4526;     ;         ;00 47 23.6;+06 44 27;121.13;-56.12; 5.99; 0.94;  G8III             ;  14;
011.978333;+20.925278; 217; 61    Psc;  4568;     ;         ;00 47 54.8;+20 55 31;121.82;-41.94; 6.54; 0.50;  F8V               ;   1;
011.930417;-18.061389; 218;          ;  4585;     ;         ;00 47 43.3;-18 03 41;117.34;-80.89; 5.70; 1.30;  K3III             ;   2;
012.275000;+57.815833; 219; 24Eta Cas;  4614;  671;         ;00 49 06.0;+57 48 57;122.60; -5.05; 3.44; 0.57;  F9V+dM0           ;   9;  6
012.004583;-21.722500; 220;          ;  4622;     ;         ;00 48 01.1;-21 43 21;114.55;-84.54; 5.57;-0.06;  B9V               ;  21; 53
012.072500; +7.300000; 221; 62    Psc;  4627;     ;         ;00 48 17.4;+07 18 00;121.55;-55.56; 5.93; 1.10;  G8III             ;   0;
012.095833; +5.280556; 222;          ;  4628;     ;         ;00 48 23.0;+05 16 50;121.49;-57.57; 5.75; 0.88;  K2V               ; -13;
012.208750;+50.968333; 223; 25Nu  Cas;  4636;     ;  302    ;00 48 50.1;+50 58 06;122.51;-11.90; 4.89;-0.11;  B9III             ;   9;210
012.170833; +7.585000; 224; 63Del Psc;  4656;     ;         ;00 48 41.0;+07 35 06;121.73;-55.28; 4.43; 1.50;  K4IIIb            ;  32; 19
012.244583;+16.940556; 225; 64    Psc;  4676;     ;         ;00 48 58.7;+16 56 26;122.09;-45.92; 5.07; 0.51;  F8V               ;   2; 17
012.453333;+41.078889; 226; 35Nu  And;  4727;     ;         ;00 49 48.8;+41 04 44;122.60;-21.79; 4.53;-0.15;  B5V+F8V           ; -24; 80
012.356667;-13.561389; 227;          ;  4730;  680;         ;00 49 25.6;-13 33 41;120.84;-76.42; 5.59; 1.30;  K5III             ;   4;
012.307917;-24.136389; 228;          ;  4732;  679;         ;00 49 13.9;-24 08 11;113.36;-86.97; 5.90; 0.95;  K2III             ;  23;
012.236250;-46.697778; 229;          ;  4737;     ;         ;00 48 56.7;-46 41 52;304.21;-70.42; 6.27; 0.90;  G8III             ;  12;
012.470000;+27.710833; 230; 65    Psc;  4757;  683;         ;00 49 52.8;+27 42 39;122.51;-35.16; 7.00; 0.36;  F4III             ;   5; 82
012.471667;+27.710278; 231; 65    Psc;  4758;  683;         ;00 49 53.2;+27 42 37;122.51;-35.16; 7.10;     ;  F5III             ;   7; 82
012.389167;-23.361667; 232;          ;  4772;     ;         ;00 49 33.4;-23 21 42;116.39;-86.21; 6.28; 0.13;  A3V               ;  12;
012.681667;+64.247500; 233;          ;  4775;     ;  317    ;00 50 43.6;+64 14 51;122.85;  1.38; 5.39; 0.49;  G0III-IV+B9.5V    ;   3;  0
012.576250;+45.002222; 234;          ;  4778;     ;GO And   ;00 50 18.3;+45 00 08;122.72;-17.87; 6.15; 0.01;  A0pCr             ;   2;
012.531667;-10.644444; 235; 19Phi2Cet;  4813;     ;  316    ;00 50 07.6;-10 38 40;121.81;-73.51; 5.19; 0.50;  F7IV-V            ;   8;  0
012.147500;-74.923333; 236;   Lam Hyi;  4815;     ;         ;00 48 35.4;-74 55 24;303.18;-42.20; 5.07; 1.37;  K5III             ;  -9;
012.818333;+61.805833; 237;          ;  4817;     ;  319    ;00 51 16.4;+61 48 21;122.91; -1.07; 6.07; 1.88;  K2Ib-IICN-2       ;  -6;
012.739167;+51.508056; 238;          ;  4818;     ;V526 Cas ;00 50 57.4;+51 30 29;122.85;-11.36; 6.39; 0.28;  F2IV              ;   2;
012.515417;-43.394722; 239;          ;  4849;     ;AZ Phe   ;00 50 03.7;-43 23 41;303.82;-73.73; 6.48; 0.29;  A9-F0III          ;  15;
013.721250;+83.707222; 240;          ;  4853;     ;         ;00 54 53.1;+83 42 26;123.03; 20.84; 5.62; 0.09;  A4V               ;  12; 65
012.890417;+51.571111; 241;          ;  4881;     ;         ;00 51 33.7;+51 34 16;122.95;-11.30; 6.21;     ;  B9.5V             ; -14; 68
012.671667;-50.986944; 242;   Rho Phe;  4919;     ;Rho Phe  ;00 50 41.2;-50 59 13;303.23;-66.14; 5.22; 0.36;  F2III             ;  22;
012.826250; +3.385000; 243;          ;  4928;     ;         ;00 51 18.3;+03 23 06;122.87;-59.49; 6.37; 1.07;  K0III             ;   6;
013.267083;+61.124167; 244;          ;  5015;  721;         ;00 53 04.1;+61 07 27;123.13; -1.75; 4.82; 0.53;  F8V               ;  21;  6
012.967083;-43.709167; 245;          ;  5042;     ;         ;00 51 52.1;-43 42 33;302.66;-73.42; 6.90; 0.35;  F2V+F5V           ;  13;
013.222500;+38.548611; 246;          ;  5066;     ;         ;00 52 53.4;+38 32 55;123.24;-24.32; 6.69; 0.02;  A2V               ;  16;
013.169167;-24.005833; 247;          ;  5098;  726;         ;00 52 40.6;-24 00 21;128.10;-86.87; 5.46; 1.24;  K2III             ;  34;
013.252083; -1.144167; 248; 20    Cet;  5112;     ;         ;00 53 00.5;-01 08 39;123.83;-64.01; 4.77; 1.57;  M0III             ;  16;
013.367500;+37.418056; 249;          ;  5118;     ;         ;00 53 28.2;+37 25 05;123.38;-25.45; 6.06; 1.14; gK3                ;  -6;
013.448333;+52.689167; 250;          ;  5128;  735;         ;00 53 47.6;+52 41 21;123.29;-10.18; 6.27; 0.19;  A5m               ;  -1; 30
013.301667;-24.776944; 251;          ;  5156;  733;         ;00 53 12.4;-24 46 37;132.59;-87.62; 6.46; 0.44;  F6IV-V            ;  -4;
013.101250;-69.504444; 252;   Lam1Tuc;  5190;     ;  334    ;00 52 24.3;-69 30 16;302.81;-47.62; 6.22; 0.56;  F7IV-V            ;  30;
013.750417;+58.972778; 253; 26Ups1Cas;  5234;  748;         ;00 55 00.1;+58 58 22;123.39; -3.90; 4.83; 1.21;  K2III             ; -23; 17
013.646667;+19.188333; 254; 66    Psc;  5267;  746;         ;00 54 35.2;+19 11 18;123.96;-43.68; 5.74;-0.01;  A1VN              ;  10;175
013.573333; -8.740833; 255; 21    Cet;  5268;     ;         ;00 54 17.6;-08 44 27;125.17;-71.60; 6.16; 0.92;  G5IV              ;  45;
013.771667;+48.678611; 256;          ;  5273;     ;         ;00 55 05.2;+48 40 43;123.55;-14.19; 6.27; 1.68;  M2.5IIIa          ; -52;
013.407917;-62.871389; 257;          ;  5276;     ;BQ Tuc   ;00 53 37.9;-62 52 17;302.51;-54.25; 5.70; 1.56;  M4III             ; -10;
013.741667;+23.628333; 258; 36    And;  5286;  755;  343    ;00 54 58.0;+23 37 42;123.97;-39.24; 5.47; 1.00;  K1IV              ;   2;
013.811250;+24.556944; 259;          ;  5316;     ;  346    ;00 55 14.7;+24 33 25;124.03;-38.31; 6.20; 1.62;  M4IIIab           ; -10;
014.053750;+57.996667; 260;          ;  5343;     ;         ;00 56 12.9;+57 59 48;123.57; -4.87; 6.21; 1.37;  K3III             ; -30;
014.231667;+68.776111; 261;          ;  5357;     ;         ;00 56 55.6;+68 46 34;123.43;  5.91; 6.37; 0.38;  F4III             ;  -8; 34
013.993750;+27.209444; 262; 67    Psc;  5382;     ;         ;00 55 58.5;+27 12 34;124.17;-35.65; 6.09; 0.14;  A5IV              ;  -8;130
013.926667; -7.347222; 263;          ;  5384;     ;         ;00 55 42.4;-07 20 50;126.06;-70.19; 5.85; 1.52;  K5III             ;   2;
014.177083;+60.716667; 264; 27Gam Cas;  5394;  782;Gam Cas  ;00 56 42.5;+60 43 00;123.58; -2.15; 2.47;-0.15;  B0IVe             ;  -7;300
014.165833;+59.181111; 265; 28Ups2Cas;  5395;     ;         ;00 56 39.8;+59 10 52;123.60; -3.68; 4.63; 0.96;  G8IIIbFe-0.5      ; -47; 17
014.196250;+60.362778; 266;          ;  5408;  784;         ;00 56 47.1;+60 21 46;123.59; -2.50; 5.55;-0.07;  B9IVn             ;  -5;178
014.006250;-11.266667; 267; 22Phi3Cet;  5437;     ;         ;00 56 01.5;-11 16 00;127.04;-74.10; 5.31; 1.52;  K4III             ; -26;
013.981250;-27.775556; 268;          ;  5445;     ;         ;00 55 55.5;-27 46 32;246.23;-88.81; 6.10; 1.67;  M0III             ;  22;
014.188333;+38.499444; 269; 37Mu  And;  5448;  788;         ;00 56 45.2;+38 29 58;124.07;-24.36; 3.87; 0.13;  A5V               ;   8; 72
013.751250;-69.526944; 270;   Lam2Tuc;  5457;     ;         ;00 55 00.3;-69 31 37;302.47;-47.60; 5.45; 1.09;  K2III             ;   5;
014.301667;+23.417500; 271; 38Eta And;  5516;     ;         ;00 57 12.4;+23 25 03;124.65;-39.43; 4.42; 0.94;  G8IIIb            ; -10; 17
014.415417;+45.839722; 272;          ;  5526;     ;         ;00 57 39.7;+45 50 23;124.07;-17.02; 6.12; 1.02;  K2III             ;   5;
014.629583;+66.352222; 273;          ;  5550;     ;         ;00 58 31.1;+66 21 08;123.64;  3.49; 5.97;-0.02;  A0III             ; -10;
014.459167;+28.992222; 274; 68    Psc;  5575;     ;         ;00 57 50.2;+28 59 32;124.62;-33.86; 5.42; 1.08; gG6                ;  -1;
014.559167;+33.950833; 275;          ;  5608;     ;         ;00 58 14.2;+33 57 03;124.54;-28.90; 5.98; 1.00;  K0                ; -17;
014.477083;+13.695833; 276;          ;  5612;     ;         ;00 57 54.5;+13 41 45;125.34;-49.15; 6.32; 0.89;  G8III             ;  15;
014.578750;+21.404444; 277;          ;  5641;  805;         ;00 58 18.9;+21 24 16;125.07;-41.44; 6.37; 0.09;  A2V               ;  -6;
015.129167;+70.983056; 278;          ;  5715;     ;         ;01 00 31.0;+70 58 59;123.68;  8.12; 6.39; 0.13;  A4IV              ;   6;101
014.682917;-11.380000; 279; 23Phi4Cet;  5722;     ;         ;00 58 43.9;-11 22 48;129.49;-74.16; 5.61; 0.97;  G7III             ; -19;
014.651667;-29.357500; 280;   Alp Scl;  5737;     ;  359    ;00 58 36.4;-29 21 27;268.05;-87.27; 4.31;-0.16;  B7IIIp            ;  10;  7
014.593333;-60.696389; 281;          ;  5771;     ;         ;00 58 22.4;-60 41 47;301.40;-56.41; 6.23; 0.10;  Am                ;   7;
015.014167;+44.711111; 282;          ;  5788;  824;         ;01 00 03.4;+44 42 40;124.54;-18.13; 6.84;     ;  A2Vn              ;  17;250
015.015000;+44.713333; 283;          ;  5789;  824;         ;01 00 03.6;+44 42 48;124.54;-18.13; 6.04;-0.01;  B9.5Vn            ;   1;298
014.957083; +6.483056; 284;          ;  5820;     ;WW Psc   ;00 59 49.7;+06 28 59;126.69;-56.33; 6.11; 1.67;  M2III             ; -15;
017.186250;+86.256944; 285;          ;  5848;     ;         ;01 08 44.7;+86 15 25;123.24; 23.40; 4.25; 1.21;  K2II-III          ;   9;
023.460000;+89.015556; 286;          ;  5914;     ;         ;01 33 50.4;+89 00 56;123.13; 26.16; 6.46; 0.11;  A3V               ; -10;
015.576667;+51.035000; 287;          ;  6028;     ;         ;01 02 18.4;+51 02 06;124.68;-11.80; 6.47;     ;  A3V               ;   6;
015.326250;-38.916667; 288;   Xi  Scl;  6055;     ;         ;01 01 18.3;-38 55 00;293.64;-78.03; 5.59; 1.18;  K0III             ; -31;
015.756250;+47.376111; 289;          ;  6114;  862;         ;01 03 01.5;+47 22 34;124.97;-15.45; 6.45; 0.25;  A9IV              ;   3;
015.726250;+41.345000; 290; 39    And;  6116;  863;         ;01 02 54.3;+41 20 42;125.24;-21.47; 5.98; 0.16;  A5m               ;   4; 39
015.704583;+31.804444; 291; 69Sig Psc;  6118;     ;         ;01 02 49.1;+31 48 16;125.75;-31.00; 5.50;-0.05;  B9.5V             ;  10; 46
015.904167;+61.075000; 292;          ;  6130;  868;         ;01 03 37.0;+61 04 30;124.40; -1.76; 5.92; 0.49;  F0II              ;  -1; 20
015.610000;-31.551944; 293;   Sig Scl;  6178;     ;         ;01 02 26.4;-31 33 07;275.15;-84.97; 5.50; 0.08;  A2V               ;  -8;
